FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 02:03:24:309.075,7404309.075,39.494,0,0,1,no,-11,2,ON
1, 02:03:24:348.531,7404348.531,39.456,0,0,2,no,-10,4,ON
2, 02:03:24:388.370,7404388.370,39.839,0,0,3,no,-9,4,ON
3, 02:03:24:427.768,7404427.768,39.398,0,0,4,no,-9,4,ON
4, 02:03:24:468.352,7404468.352,40.584,0,0,5,no,-10,3,ON
5, 02:03:24:506.702,7404506.702,38.350,0,0,6,no,-11,2,ON
6, 02:03:24:547.350,7404547.350,40.648,0,0,7,no,-11,2,ON
7, 02:03:24:586.330,7404586.330,38.980,0,0,8,no,-11,2,ON
8, 02:03:24:625.459,7404625.459,39.128,0,0,9,no,-11,2,ON
9, 02:03:24:664.816,7404664.816,39.357,0,0,10,no,-11,2,ON
10, 02:03:24:704.350,7404704.350,39.535,0,0,11,no,-11,2,ON
11, 02:03:24:743.978,7404743.978,39.628,0,0,12,no,-11,1,ON
12, 02:03:24:783.118,7404783.118,39.139,0,0,13,no,-10,3,ON
13, 02:03:24:822.691,7404822.691,39.573,0,0,14,no,-10,4,ON
14, 02:03:24:862.115,7404862.115,39.424,0,0,15,no,-10,4,ON
15, 02:03:24:901.642,7404901.642,39.527,0,0,16,no,-10,3,ON
16, 02:03:24:941.575,7404941.575,39.933,0,0,17,no,-10,2,ON
17, 02:03:24:981.024,7404981.024,39.449,0,0,18,no,-11,2,ON
18, 02:03:25:20.568,7405020.568,39.544,0,0,19,no,-11,2,ON
19, 02:03:25:60.038,7405060.038,39.470,0,0,20,no,-11,2,ON
20, 02:03:25:99.467,7405099.467,39.429,0,0,21,no,-11,1,ON
21, 02:03:25:138.806,7405138.806,39.338,0,0,22,no,-12,2,ON
22, 02:03:25:178.042,7405178.042,39.237,0,0,23,no,-12,1,ON
23, 02:03:25:217.557,7405217.557,39.515,0,0,24,no,-12,2,ON
24, 02:03:25:257.195,7405257.195,39.638,0,0,25,no,-10,3,ON
25, 02:03:25:297.318,7405297.318,40.123,0,0,26,no,-9,3,ON
26, 02:03:25:335.855,7405335.855,38.537,0,0,27,no,-10,3,ON
27, 02:03:25:375.501,7405375.501,39.646,0,0,28,no,-10,3,ON
28, 02:03:25:415.342,7405415.342,39.841,0,0,29,no,-11,2,ON
29, 02:03:25:455.447,7405455.447,40.105,0,0,30,no,-11,2,ON
30, 02:03:25:494.189,7405494.189,38.742,0,0,31,no,-11,2,ON
31, 02:03:25:533.798,7405533.798,39.609,0,0,32,no,-12,2,ON
32, 02:03:25:573.639,7405573.639,39.841,0,0,33,no,-12,2,ON
33, 02:03:25:613.113,7405613.113,39.473,0,0,34,no,-12,2,ON
34, 02:03:25:652.542,7405652.542,39.430,0,0,35,no,-12,1,ON
35, 02:03:25:692.151,7405692.151,39.608,0,0,36,no,-10,3,ON
36, 02:03:25:731.004,7405731.004,38.854,0,0,37,no,-10,4,ON
37, 02:03:25:770.844,7405770.844,39.839,0,0,38,no,-10,3,ON
38, 02:03:25:810.072,7405810.072,39.228,0,0,39,no,-10,3,ON
39, 02:03:25:849.786,7405849.786,39.715,0,0,40,no,-11,2,ON
40, 02:03:25:889.338,7405889.338,39.552,0,0,41,no,-11,2,ON
41, 02:03:25:928.762,7405928.762,39.424,0,0,42,no,-11,1,ON
42, 02:03:25:968.076,7405968.076,39.315,0,0,43,no,-11,2,ON
43, 02:03:26:7.874,7406007.874,39.798,0,0,44,no,-11,2,ON
44, 02:03:26:47.067,7406047.067,39.193,0,0,45,no,-11,3,ON
45, 02:03:26:86.698,7406086.698,39.631,0,0,46,no,-11,3,ON
46, 02:03:26:126.152,7406126.152,39.454,0,0,47,no,-10,4,ON
47, 02:03:26:167.144,7406167.144,40.992,0,0,48,no,-9,6,ON
48, 02:03:26:205.263,7406205.263,38.118,0,0,49,no,-8,7,ON
49, 02:03:26:244.733,7406244.733,39.470,0,0,50,no,-9,7,ON
50, 02:03:26:284.087,7406284.087,39.354,0,0,51,no,-9,7,ON
51, 02:03:26:324.203,7406324.203,40.116,0,0,52,no,-9,7,ON
52, 02:03:26:363.547,7406363.547,39.343,0,0,53,no,-9,8,ON
53, 02:03:26:402.679,7406402.679,39.132,0,0,54,no,-9,8,ON
54, 02:03:26:442.018,7406442.018,39.340,0,0,55,no,-9,9,ON
55, 02:03:26:481.631,7406481.631,39.612,0,0,56,no,-9,10,ON
56, 02:03:26:521.116,7406521.116,39.485,0,0,57,no,-10,10,ON
57, 02:03:26:560.964,7406560.964,39.848,0,0,58,no,-9,11,ON
58, 02:03:26:599.944,7406599.944,38.981,0,0,59,no,-8,13,ON
59, 02:03:26:640.114,7406640.114,40.170,0,0,60,no,-6,15,ON
60, 02:03:26:679.177,7406679.177,39.063,0,0,61,no,-6,15,ON
61, 02:03:26:718.739,7406718.739,39.562,0,0,62,no,-6,16,ON
62, 02:03:26:758.037,7406758.037,39.298,0,0,63,no,-7,15,ON
63, 02:03:26:797.808,7406797.808,39.771,0,0,64,no,-7,15,ON
64, 02:03:26:837.041,7406837.041,39.232,0,0,65,no,-7,13,ON
65, 02:03:26:876.704,7406876.704,39.663,0,0,66,no,-8,11,ON
66, 02:03:26:917.913,7406917.913,41.209,0,0,67,no,-9,10,ON
67, 02:03:26:955.882,7406955.882,37.969,0,0,68,no,-9,9,ON
68, 02:03:26:994.926,7406994.926,39.044,0,0,69,no,-9,8,ON
69, 02:03:27:34.608,7407034.608,39.682,0,0,70,no,-9,8,ON
70, 02:03:27:74.753,7407074.753,40.145,0,0,71,no,-8,8,ON
71, 02:03:27:114.589,7407114.589,39.836,0,0,72,no,-7,8,ON
72, 02:03:27:153.137,7407153.137,38.548,0,0,73,no,-8,7,ON
73, 02:03:27:193.982,7407193.982,40.845,0,0,74,no,-8,6,ON
74, 02:03:27:232.802,7407232.802,38.820,0,0,75,no,-9,5,ON
75, 02:03:27:271.764,7407271.764,38.962,0,0,76,no,-10,5,ON
76, 02:03:27:311.000,7407311.000,39.236,0,0,77,no,-10,4,ON
77, 02:03:27:350.640,7407350.640,39.640,0,0,78,no,-10,4,ON
78, 02:03:27:390.026,7407390.026,39.387,0,0,79,no,-10,4,ON
79, 02:03:27:429.671,7407429.671,39.645,0,0,80,no,-10,4,ON
80, 02:03:27:469.005,7407469.005,39.333,0,0,81,no,-10,3,ON
81, 02:03:27:508.469,7407508.469,39.464,0,0,82,no,-9,5,ON
82, 02:03:27:548.004,7407548.004,39.535,0,0,83,no,-8,5,ON
83, 02:03:27:587.863,7407587.863,39.858,0,0,84,no,-8,5,ON
84, 02:03:27:627.020,7407627.020,39.158,0,0,85,no,-9,4,ON
85, 02:03:27:667.487,7407667.487,40.466,0,0,86,no,-10,3,ON
86, 02:03:27:706.541,7407706.541,39.054,0,0,87,no,-10,3,ON
87, 02:03:27:745.564,7407745.564,39.023,0,0,88,no,-11,3,ON
88, 02:03:27:785.649,7407785.649,40.085,0,0,89,no,-11,3,ON
89, 02:03:27:825.707,7407825.707,40.057,0,0,90,no,-11,3,ON
90, 02:03:27:864.270,7407864.270,38.563,0,0,91,no,-11,3,ON
91, 02:03:27:903.753,7407903.753,39.484,0,0,92,no,-11,2,ON
92, 02:03:27:943.355,7407943.355,39.602,0,0,93,no,-11,3,ON
93, 02:03:27:982.855,7407982.855,39.499,0,0,94,no,-10,4,ON
94, 02:03:28:22.223,7408022.223,39.369,0,0,95,no,-9,4,ON
95, 02:03:28:62.678,7408062.678,40.455,0,0,96,no,-10,4,ON
96, 02:03:28:101.929,7408101.929,39.251,0,0,97,no,-10,3,ON
97, 02:03:28:141.141,7408141.141,39.212,0,0,98,no,-11,2,ON
98, 02:03:28:180.271,7408180.271,39.130,0,0,99,no,-11,2,ON
99, 02:03:28:219.880,7408219.880,39.609,0,0,100,no,-11,2,ON
100, 02:03:28:259.243,7408259.243,39.364,0,0,101,no,-11,2,ON
101, 02:03:28:298.726,7408298.726,39.483,0,0,102,no,-11,2,ON
102, 02:03:28:338.205,7408338.205,39.478,0,0,103,no,-12,2,ON
