FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 01:43:03:977.766,6183977.766,39.387,0,0,1,no,-3,1,ON
1, 01:43:04:17.250,6184017.250,39.484,0,0,2,no,-3,0,ON
2, 01:43:04:56.913,6184056.913,39.663,0,0,3,no,-4,0,ON
3, 01:43:04:96.536,6184096.536,39.623,0,0,4,no,-4,0,ON
4, 01:43:04:136.277,6184136.277,39.742,0,0,5,no,-4,0,ON
5, 01:43:04:176.684,6184176.684,40.406,0,0,6,no,-4,0,ON
6, 01:43:04:215.800,6184215.800,39.116,0,0,7,no,-5,0,ON
7, 01:43:04:254.774,6184254.774,38.974,0,0,8,no,-5,0,ON
8, 01:43:04:293.804,6184293.804,39.030,0,0,9,no,-3,1,ON
9, 01:43:04:333.727,6184333.727,39.923,0,0,10,no,-2,2,ON
10, 01:43:04:372.798,6184372.798,39.071,0,0,11,no,-2,2,ON
11, 01:43:04:412.839,6184412.839,40.041,0,0,12,no,-3,1,ON
12, 01:43:04:452.030,6184452.030,39.191,0,0,13,no,-4,1,ON
13, 01:43:04:491.671,6184491.671,39.641,0,0,14,no,-4,0,ON
14, 01:43:04:530.936,6184530.936,39.266,0,0,15,no,-4,0,ON
15, 01:43:04:570.674,6184570.674,39.737,0,0,16,no,-5,0,ON
16, 01:43:04:609.805,6184609.805,39.131,0,0,17,no,-5,0,ON
17, 01:43:04:649.353,6184649.353,39.549,0,0,18,no,-5,0,ON
18, 01:43:04:688.912,6184688.912,39.558,0,0,19,no,-5,0,ON
19, 01:43:04:729.415,6184729.415,40.503,0,0,20,no,-5,0,ON
20, 01:43:04:767.778,6184767.778,38.364,0,0,21,no,-3,1,ON
21, 01:43:04:807.191,6184807.191,39.413,0,0,22,no,-3,2,ON
22, 01:43:04:846.868,6184846.868,39.677,0,0,23,no,-3,1,ON
23, 01:43:04:887.447,6184887.447,40.579,0,0,24,no,-3,1,ON
24, 01:43:04:926.623,6184926.623,39.177,0,0,25,no,-4,0,ON
25, 01:43:04:965.432,6184965.432,38.809,0,0,26,no,-4,0,ON
26, 01:43:05:4.957,6185004.957,39.525,0,0,27,no,-4,0,ON
27, 01:43:05:44.347,6185044.347,39.390,0,0,28,no,-5,0,ON
28, 01:43:05:84.082,6185084.082,39.735,0,0,29,no,-5,0,ON
29, 01:43:05:123.174,6185123.174,39.092,0,0,30,no,-5,0,ON
30, 01:43:05:162.693,6185162.693,39.519,0,0,31,no,-5,0,ON
31, 01:43:05:203.162,6185203.162,40.470,0,0,32,no,-4,0,ON
32, 01:43:05:242.493,6185242.493,39.330,0,0,33,no,-3,1,ON
33, 01:43:05:281.451,6185281.451,38.958,0,0,34,no,-3,2,ON
34, 01:43:05:320.907,6185320.907,39.456,0,0,35,no,-3,1,ON
35, 01:43:05:360.257,6185360.257,39.349,0,0,36,no,-4,1,ON
36, 01:43:05:399.958,6185399.958,39.701,0,0,37,no,-4,0,ON
37, 01:43:05:439.139,6185439.139,39.182,0,0,38,no,-5,0,ON
38, 01:43:05:478.695,6185478.695,39.556,0,0,39,no,-5,0,ON
39, 01:43:05:518.230,6185518.230,39.535,0,0,40,no,-5,0,ON
40, 01:43:05:557.643,6185557.643,39.413,0,0,41,no,-5,0,ON
41, 01:43:05:597.232,6185597.232,39.588,0,0,42,no,-5,0,ON
42, 01:43:05:637.306,6185637.306,40.074,0,0,43,no,-5,-1,ON
43, 01:43:05:676.168,6185676.168,38.862,0,0,44,no,-4,1,ON
44, 01:43:05:716.038,6185716.038,39.870,0,0,45,no,-2,1,ON
45, 01:43:05:755.382,6185755.382,39.344,0,0,46,no,-3,1,ON
46, 01:43:05:795.407,6185795.407,40.025,0,0,47,no,-3,1,ON
47, 01:43:05:834.294,6185834.294,38.887,0,0,48,no,-4,0,ON
48, 01:43:05:873.962,6185873.962,39.668,0,0,49,no,-5,0,ON
49, 01:43:05:913.483,6185913.483,39.521,0,0,50,no,-5,0,ON
50, 01:43:05:953.197,6185953.197,39.715,0,0,51,no,-5,1,ON
51, 01:43:05:992.390,6185992.390,39.193,0,0,52,no,-5,1,ON
52, 01:43:06:32.032,6186032.032,39.641,0,0,53,no,-5,2,ON
53, 01:43:06:71.663,6186071.663,39.632,0,0,54,no,-5,3,ON
54, 01:43:06:111.189,6186111.189,39.526,0,0,55,no,-5,3,ON
55, 01:43:06:150.420,6186150.420,39.231,0,0,56,no,-3,5,ON
56, 01:43:06:190.080,6186190.080,39.660,0,0,57,no,-2,6,ON
57, 01:43:06:229.460,6186229.460,39.380,0,0,58,no,-2,7,ON
58, 01:43:06:268.537,6186268.537,39.077,0,0,59,no,-2,7,ON
59, 01:43:06:307.979,6186307.979,39.442,0,0,60,no,-3,7,ON
60, 01:43:06:347.555,6186347.555,39.576,0,0,61,no,-3,7,ON
61, 01:43:06:386.923,6186386.923,39.368,0,0,62,no,-3,8,ON
62, 01:43:06:426.636,6186426.636,39.713,0,0,63,no,-3,8,ON
63, 01:43:06:465.897,6186465.897,39.260,0,0,64,no,-3,9,ON
