FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 21:48:51:146.314,78531146.314,39.358,0,0,1,no,-6,-1,ON
1, 21:48:51:186.128,78531186.128,39.813,0,0,2,no,-7,-2,ON
2, 21:48:51:225.505,78531225.505,39.377,0,0,3,no,-8,-1,ON
3, 21:48:51:265.044,78531265.044,39.539,0,0,4,no,-7,-2,ON
4, 21:48:51:304.504,78531304.504,39.460,0,0,5,no,-6,0,ON
5, 21:48:51:343.950,78531343.950,39.446,0,0,6,no,-4,1,ON
6, 21:48:51:383.452,78531383.452,39.502,0,0,7,no,-4,0,ON
7, 21:48:51:422.901,78531422.901,39.450,0,0,8,no,-4,-1,ON
8, 21:48:51:462.405,78531462.405,39.503,0,0,9,no,-5,-2,ON
9, 21:48:51:502.078,78531502.078,39.673,0,0,10,no,-7,-3,ON
10, 21:48:51:541.367,78531541.367,39.289,0,0,11,no,-7,-3,ON
11, 21:48:51:581.129,78531581.129,39.762,0,0,12,no,-8,-3,ON
12, 21:48:51:620.473,78531620.473,39.344,0,0,13,no,-8,-3,ON
13, 21:48:51:660.179,78531660.179,39.706,0,0,14,no,-8,-3,ON
14, 21:48:51:699.435,78531699.435,39.257,0,0,15,no,-7,-4,ON
15, 21:48:51:739.039,78531739.039,39.603,0,0,16,no,-6,-1,ON
16, 21:48:51:778.399,78531778.399,39.360,0,0,17,no,-4,0,ON
17, 21:48:51:818.329,78531818.329,39.930,0,0,18,no,-5,-1,ON
18, 21:48:51:857.405,78531857.405,39.076,0,0,19,no,-5,-2,ON
19, 21:48:51:896.989,78531896.989,39.584,0,0,20,no,-6,-3,ON
20, 21:48:51:936.536,78531936.536,39.546,0,0,21,no,-8,-4,ON
21, 21:48:51:975.892,78531975.892,39.356,0,0,22,no,-8,-4,ON
22, 21:48:52:15.445,78532015.445,39.553,0,0,23,no,-8,-4,ON
23, 21:48:52:54.716,78532054.716,39.271,0,0,24,no,-8,-3,ON
24, 21:48:52:94.105,78532094.105,39.389,0,0,25,no,-9,-3,ON
25, 21:48:52:133.873,78532133.873,39.768,0,0,26,no,-8,-4,ON
26, 21:48:52:173.119,78532173.119,39.246,0,0,27,no,-7,-1,ON
27, 21:48:52:212.752,78532212.752,39.633,0,0,28,no,-5,-1,ON
28, 21:48:52:252.256,78532252.256,39.504,0,0,29,no,-5,-1,ON
29, 21:48:52:291.731,78532291.731,39.475,0,0,30,no,-6,-2,ON
30, 21:48:52:331.274,78532331.274,39.543,0,0,31,no,-7,-3,ON
31, 21:48:52:370.966,78532370.966,39.692,0,0,32,no,-8,-4,ON
32, 21:48:52:410.210,78532410.210,39.244,0,0,33,no,-8,-4,ON
33, 21:48:52:449.643,78532449.643,39.433,0,0,34,no,-9,-4,ON
34, 21:48:52:489.205,78532489.205,39.562,0,0,35,no,-9,-4,ON
35, 21:48:52:528.763,78532528.763,39.559,0,0,36,no,-9,-3,ON
36, 21:48:52:568.227,78532568.227,39.463,0,0,37,no,-8,-4,ON
37, 21:48:52:607.718,78532607.718,39.491,0,0,38,no,-7,-2,ON
38, 21:48:52:647.204,78532647.204,39.486,0,0,39,no,-6,-1,ON
39, 21:48:52:686.694,78532686.694,39.490,0,0,40,no,-6,-2,ON
40, 21:48:52:726.288,78532726.288,39.594,0,0,41,no,-7,-2,ON
41, 21:48:52:765.526,78532765.526,39.238,0,0,42,no,-8,-4,ON
42, 21:48:52:805.138,78532805.138,39.612,0,0,43,no,-8,-4,ON
43, 21:48:52:844.867,78532844.867,39.729,0,0,44,no,-8,-4,ON
