FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 21:37:48:683.337,77868683.337,39.554,0,0,1,no,-3,1,ON
1, 21:37:48:722.751,77868722.751,39.414,0,0,2,no,-5,0,ON
2, 21:37:48:762.297,77868762.297,39.546,0,0,3,no,-7,-2,ON
3, 21:37:48:802.058,77868802.058,39.761,0,0,4,no,-7,-3,ON
4, 21:37:48:841.399,77868841.399,39.341,0,0,5,no,-7,-3,ON
5, 21:37:48:880.697,77868880.697,39.298,0,0,6,no,-7,-3,ON
6, 21:37:48:920.475,77868920.475,39.778,0,0,7,no,-7,-3,ON
7, 21:37:48:960.878,77868960.878,40.403,0,0,8,no,-7,-3,ON
8, 21:37:48:999.647,77868999.647,38.769,0,0,9,no,-5,-2,ON
9, 21:37:49:38.775,77869038.775,39.128,0,0,10,no,-4,-1,ON
10, 21:37:49:78.563,77869078.563,39.787,0,0,11,no,-3,-1,ON
11, 21:37:49:117.970,77869117.970,39.407,0,0,12,no,-4,-1,ON
12, 21:37:49:157.588,77869157.588,39.618,0,0,13,no,-7,-2,ON
13, 21:37:49:197.059,77869197.059,39.470,0,0,14,no,-8,-3,ON
14, 21:37:49:236.346,77869236.346,39.287,0,0,15,no,-8,-3,ON
15, 21:37:49:275.555,77869275.555,39.209,0,0,16,no,-9,-3,ON
16, 21:37:49:315.351,77869315.351,39.796,0,0,17,no,-8,-3,ON
17, 21:37:49:354.931,77869354.931,39.580,0,0,18,no,-7,-3,ON
18, 21:37:49:394.259,77869394.259,39.329,0,0,19,no,-7,-3,ON
19, 21:37:49:435.000,77869435.000,40.740,0,0,20,no,-5,-2,ON
20, 21:37:49:473.456,77869473.456,38.456,0,0,21,no,-4,-1,ON
21, 21:37:49:512.737,77869512.737,39.281,0,0,22,no,-4,-1,ON
22, 21:37:49:552.401,77869552.401,39.664,0,0,23,no,-6,-3,ON
23, 21:37:49:591.760,77869591.760,39.360,0,0,24,no,-7,-4,ON
24, 21:37:49:631.157,77869631.157,39.396,0,0,25,no,-9,-4,ON
25, 21:37:49:670.619,77869670.619,39.462,0,0,26,no,-9,-4,ON
26, 21:37:49:710.260,77869710.260,39.642,0,0,27,no,-9,-4,ON
27, 21:37:49:749.726,77869749.726,39.466,0,0,28,no,-9,-3,ON
28, 21:37:49:789.107,77869789.107,39.380,0,0,29,no,-7,-4,ON
29, 21:37:49:828.507,77869828.507,39.401,0,0,30,no,-5,-3,ON
30, 21:37:49:868.098,77869868.098,39.590,0,0,31,no,-4,-2,ON
31, 21:37:49:907.616,77869907.616,39.518,0,0,32,no,-4,-2,ON
32, 21:37:49:947.545,77869947.545,39.929,0,0,33,no,-6,-2,ON
33, 21:37:49:986.954,77869986.954,39.409,0,0,34,no,-8,-4,ON
34, 21:37:50:26.746,77870026.746,39.792,0,0,35,no,-9,-4,ON
35, 21:37:50:66.214,77870066.214,39.468,0,0,36,no,-9,-4,ON
36, 21:37:50:106.047,77870106.047,39.833,0,0,37,no,-9,-5,ON
37, 21:37:50:145.266,77870145.266,39.219,0,0,38,no,-8,-4,ON
38, 21:37:50:184.675,77870184.675,39.409,0,0,39,no,-8,-4,ON
39, 21:37:50:224.081,77870224.081,39.406,0,0,40,no,-7,-4,ON
40, 21:37:50:263.635,77870263.635,39.554,0,0,41,no,-5,-2,ON
41, 21:37:50:302.936,77870302.936,39.301,0,0,42,no,-4,-2,ON
42, 21:37:50:342.512,77870342.512,39.576,0,0,43,no,-5,-2,ON
43, 21:37:50:381.695,77870381.695,39.183,0,0,44,no,-6,-3,ON
44, 21:37:50:421.361,77870421.361,39.666,0,0,45,no,-8,-4,ON
45, 21:37:50:460.696,77870460.696,39.335,0,0,46,no,-9,-4,ON
46, 21:37:50:501.207,77870501.207,40.510,0,0,47,no,-9,-4,ON
47, 21:37:50:540.231,77870540.231,39.024,0,0,48,no,-8,-4,ON
48, 21:37:50:579.649,77870579.649,39.418,0,0,49,no,-8,-4,ON
49, 21:37:50:619.185,77870619.185,39.536,0,0,50,no,-7,-5,ON
50, 21:37:50:658.731,77870658.731,39.545,0,0,51,no,-6,-2,ON
51, 21:37:50:697.948,77870697.948,39.217,0,0,52,no,-4,-1,ON
52, 21:37:50:737.521,77870737.521,39.573,0,0,53,no,-5,0,ON
53, 21:37:50:777.532,77870777.532,40.011,0,0,54,no,-5,0,ON
54, 21:37:50:816.622,77870816.622,39.090,0,0,55,no,-6,-1,ON
55, 21:37:50:855.579,77870855.579,38.957,0,0,56,no,-7,-1,ON
56, 21:37:50:895.421,77870895.421,39.843,0,0,57,no,-7,0,ON
57, 21:37:50:935.052,77870935.052,39.631,0,0,58,no,-7,1,ON
58, 21:37:50:974.446,77870974.446,39.394,0,0,59,no,-7,2,ON
59, 21:37:51:14.086,77871014.086,39.640,0,0,60,no,-5,2,ON
60, 21:37:51:53.349,77871053.349,39.263,0,0,61,no,-3,4,ON
61, 21:37:51:92.610,77871092.610,39.261,0,0,62,no,-1,6,ON
62, 21:37:51:133.210,77871133.210,40.601,0,0,63,no,0,7,ON
63, 21:37:51:171.668,77871171.668,38.458,0,0,64,no,-1,8,ON
64, 21:37:51:211.405,77871211.405,39.737,0,0,65,no,-3,8,ON
65, 21:37:51:250.763,77871250.763,39.357,0,0,66,no,-3,8,ON
66, 21:37:51:290.094,77871290.094,39.332,0,0,67,no,-3,8,ON
67, 21:37:51:329.535,77871329.535,39.441,0,0,68,no,-2,9,ON
68, 21:37:51:369.461,77871369.461,39.926,0,0,69,no,-2,10,ON
69, 21:37:51:408.592,77871408.592,39.131,0,0,70,no,-1,11,ON
70, 21:37:51:449.237,77871449.237,40.645,0,0,71,no,1,12,ON
71, 21:37:51:488.439,77871488.439,39.202,0,0,72,no,3,13,ON
72, 21:37:51:527.697,77871527.697,39.259,0,0,73,no,4,12,ON
73, 21:37:51:566.855,77871566.855,39.157,0,0,74,no,3,12,ON
74, 21:37:51:607.250,77871607.250,40.396,0,0,75,no,1,9,ON
75, 21:37:51:646.000,77871646.000,38.750,0,0,76,no,-2,7,ON
76, 21:37:51:685.512,77871685.512,39.512,0,0,77,no,-3,5,ON
77, 21:37:51:724.799,77871724.799,39.287,0,0,78,no,-4,4,ON
78, 21:37:51:764.410,77871764.410,39.611,0,0,79,no,-4,4,ON
79, 21:37:51:803.848,77871803.848,39.438,0,0,80,no,-3,3,ON
80, 21:37:51:843.365,77871843.365,39.516,0,0,81,no,-3,2,ON
81, 21:37:51:882.731,77871882.731,39.366,0,0,82,no,-2,3,ON
82, 21:37:51:923.206,77871923.206,40.476,0,0,83,no,-1,3,ON
83, 21:37:51:961.836,77871961.836,38.630,0,0,84,no,-2,3,ON
84, 21:37:52:1.285,77872001.285,39.449,0,0,85,no,-3,2,ON
85, 21:37:52:41.080,77872041.080,39.795,0,0,86,no,-5,1,ON
86, 21:37:52:80.205,77872080.205,39.124,0,0,87,no,-5,0,ON
87, 21:37:52:119.560,77872119.560,39.355,0,0,88,no,-5,-1,ON
88, 21:37:52:159.237,77872159.237,39.677,0,0,89,no,-6,-1,ON
89, 21:37:52:198.516,77872198.516,39.279,0,0,90,no,-6,-1,ON
90, 21:37:52:238.287,77872238.287,39.772,0,0,91,no,-6,-1,ON
91, 21:37:52:277.514,77872277.514,39.227,0,0,92,no,-5,-1,ON
92, 21:37:52:317.810,77872317.810,40.296,0,0,93,no,-4,0,ON
93, 21:37:52:356.723,77872356.723,38.913,0,0,94,no,-3,1,ON
94, 21:37:52:396.035,77872396.035,39.312,0,0,95,no,-4,0,ON
95, 21:37:52:435.967,77872435.967,39.932,0,0,96,no,-5,-1,ON
96, 21:37:52:475.170,77872475.170,39.203,0,0,97,no,-6,-2,ON
97, 21:37:52:514.411,77872514.411,39.241,0,0,98,no,-7,-3,ON
98, 21:37:52:553.949,77872553.949,39.538,0,0,99,no,-7,-3,ON
99, 21:37:52:593.489,77872593.489,39.540,0,0,100,no,-7,-3,ON
100, 21:37:52:634.180,77872634.180,40.691,0,0,101,no,-7,-3,ON
101, 21:37:52:672.528,77872672.528,38.348,0,0,102,no,-6,-3,ON
102, 21:37:52:712.409,77872712.409,39.881,0,0,103,no,-5,-1,ON
103, 21:37:52:751.502,77872751.502,39.093,0,0,104,no,-3,0,ON
104, 21:37:52:791.082,77872791.082,39.580,0,0,105,no,-4,-1,ON
105, 21:37:52:830.515,77872830.515,39.433,0,0,106,no,-5,-1,ON
106, 21:37:52:870.831,77872870.831,40.316,0,0,107,no,-6,-3,ON
107, 21:37:52:909.462,77872909.462,38.631,0,0,108,no,-8,-3,ON
108, 21:37:52:949.476,77872949.476,40.014,0,0,109,no,-8,-3,ON
109, 21:37:52:988.772,77872988.772,39.296,0,0,110,no,-8,-3,ON
110, 21:37:53:28.344,77873028.344,39.572,0,0,111,no,-8,-3,ON
111, 21:37:53:67.618,77873067.618,39.274,0,0,112,no,-6,-3,ON
112, 21:37:53:107.282,77873107.282,39.664,0,0,113,no,-6,-2,ON
113, 21:37:53:146.695,77873146.695,39.413,0,0,114,no,-4,-1,ON
114, 21:37:53:186.183,77873186.183,39.487,0,0,115,no,-4,-1,ON
115, 21:37:53:226.136,77873226.136,39.953,0,0,116,no,-6,-1,ON
116, 21:37:53:264.918,77873264.918,38.782,0,0,117,no,-7,-3,ON
