FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 21:28:06:808.821,77286808.821,39.093,0,0,1,no,-2,-3,ON
1, 21:28:06:848.363,77286848.363,39.542,0,0,2,no,-3,-4,ON
2, 21:28:06:887.780,77286887.780,39.417,0,0,3,no,-4,-5,ON
3, 21:28:06:927.165,77286927.165,39.386,0,0,4,no,-5,-6,ON
4, 21:28:06:966.834,77286966.834,39.669,0,0,5,no,-6,-6,ON
5, 21:28:07:6.160,77287006.160,39.326,0,0,6,no,-6,-6,ON
6, 21:28:07:45.638,77287045.638,39.478,0,0,7,no,-7,-6,ON
7, 21:28:07:85.043,77287085.043,39.405,0,0,8,no,-7,-6,ON
8, 21:28:07:125.262,77287125.262,40.219,0,0,9,no,-5,-7,ON
9, 21:28:07:164.512,77287164.512,39.251,0,0,10,no,-4,-5,ON
10, 21:28:07:203.710,77287203.710,39.198,0,0,11,no,-2,-4,ON
11, 21:28:07:243.476,77287243.476,39.765,0,0,12,no,-3,-5,ON
12, 21:28:07:282.842,77287282.842,39.367,0,0,13,no,-5,-5,ON
13, 21:28:07:322.479,77287322.479,39.637,0,0,14,no,-6,-6,ON
14, 21:28:07:361.876,77287361.876,39.397,0,0,15,no,-7,-7,ON
15, 21:28:07:401.365,77287401.365,39.490,0,0,16,no,-7,-7,ON
16, 21:28:07:440.814,77287440.814,39.449,0,0,17,no,-7,-7,ON
17, 21:28:07:480.252,77287480.252,39.438,0,0,18,no,-6,-7,ON
18, 21:28:07:519.823,77287519.823,39.571,0,0,19,no,-6,-7,ON
19, 21:28:07:559.472,77287559.472,39.649,0,0,20,no,-5,-6,ON
20, 21:28:07:599.014,77287599.014,39.542,0,0,21,no,-3,-5,ON
21, 21:28:07:638.338,77287638.338,39.324,0,0,22,no,-3,-5,ON
22, 21:28:07:677.693,77287677.693,39.355,0,0,23,no,-4,-6,ON
23, 21:28:07:717.338,77287717.338,39.645,0,0,24,no,-5,-7,ON
24, 21:28:07:757.267,77287757.267,39.928,0,0,25,no,-6,-7,ON
25, 21:28:07:796.267,77287796.267,39.000,0,0,26,no,-7,-8,ON
26, 21:28:07:835.559,77287835.559,39.292,0,0,27,no,-7,-8,ON
27, 21:28:07:875.064,77287875.064,39.506,0,0,28,no,-7,-8,ON
28, 21:28:07:914.745,77287914.745,39.681,0,0,29,no,-7,-7,ON
29, 21:28:07:954.305,77287954.305,39.560,0,0,30,no,-6,-7,ON
30, 21:28:07:995.290,77287995.290,40.984,0,0,31,no,-4,-6,ON
31, 21:28:08:33.233,77288033.233,37.943,0,0,32,no,-3,-5,ON
32, 21:28:08:72.654,77288072.654,39.421,0,0,33,no,-4,-5,ON
33, 21:28:08:112.073,77288112.073,39.419,0,0,34,no,-5,-6,ON
34, 21:28:08:151.573,77288151.573,39.500,0,0,35,no,-7,-7,ON
35, 21:28:08:190.956,77288190.956,39.383,0,0,36,no,-7,-8,ON
