FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 21:08:00:600.836,76080600.836,38.798,0,0,1,no,10,0,ON
1, 21:08:00:640.531,76080640.531,39.695,0,0,2,no,10,0,ON
2, 21:08:00:680.019,76080680.019,39.487,0,0,3,no,13,2,ON
3, 21:08:00:719.240,76080719.240,39.222,0,0,4,no,15,3,ON
4, 21:08:00:758.978,76080758.978,39.738,0,0,5,no,14,2,ON
5, 21:08:00:799.040,76080799.040,40.062,0,0,6,no,13,1,ON
6, 21:08:00:837.895,76080837.895,38.855,0,0,7,no,10,0,ON
7, 21:08:00:877.442,76080877.442,39.548,0,0,8,no,10,0,ON
8, 21:08:00:916.982,76080916.982,39.540,0,0,9,no,9,0,ON
9, 21:08:00:956.292,76080956.292,39.309,0,0,10,no,9,0,ON
10, 21:08:00:995.809,76080995.809,39.517,0,0,11,no,10,0,ON
11, 21:08:01:36.190,76081036.190,40.381,0,0,12,no,11,-1,ON
12, 21:08:01:75.951,76081075.951,39.761,0,0,13,no,13,1,ON
13, 21:08:01:114.440,76081114.440,38.489,0,0,14,no,15,2,ON
14, 21:08:01:154.634,76081154.634,40.195,0,0,15,no,13,2,ON
15, 21:08:01:194.599,76081194.599,39.965,0,0,16,no,12,1,ON
16, 21:08:01:233.454,76081233.454,38.855,0,0,17,no,11,0,ON
17, 21:08:01:272.446,76081272.446,38.992,0,0,18,no,10,0,ON
18, 21:08:01:311.823,76081311.823,39.377,0,0,19,no,10,-1,ON
19, 21:08:01:351.415,76081351.415,39.592,0,0,20,no,10,-1,ON
20, 21:08:01:390.454,76081390.454,39.039,0,0,21,no,10,-1,ON
21, 21:08:01:429.938,76081429.938,39.484,0,0,22,no,10,-1,ON
22, 21:08:01:469.599,76081469.599,39.660,0,0,23,no,13,0,ON
23, 21:08:01:509.079,76081509.079,39.481,0,0,24,no,15,2,ON
24, 21:08:01:549.587,76081549.587,40.508,0,0,25,no,15,2,ON
25, 21:08:01:589.142,76081589.142,39.555,0,0,26,no,13,1,ON
26, 21:08:01:627.371,76081627.371,38.229,0,0,27,no,11,0,ON
27, 21:08:01:667.089,76081667.089,39.718,0,0,28,no,10,-1,ON
28, 21:08:01:707.672,76081707.672,40.583,0,0,29,no,10,-1,ON
29, 21:08:01:746.656,76081746.656,38.985,0,0,30,no,9,-1,ON
30, 21:08:01:785.854,76081785.854,39.198,0,0,31,no,10,-1,ON
31, 21:08:01:825.222,76081825.222,39.367,0,0,32,no,10,-1,ON
32, 21:08:01:864.833,76081864.833,39.612,0,0,33,no,11,0,ON
33, 21:08:01:904.246,76081904.246,39.413,0,0,34,no,13,2,ON
34, 21:08:01:943.889,76081943.889,39.642,0,0,35,no,14,3,ON
35, 21:08:01:983.470,76081983.470,39.582,0,0,36,no,13,2,ON
36, 21:08:02:22.782,76082022.782,39.312,0,0,37,no,12,2,ON
37, 21:08:02:62.206,76082062.206,39.424,0,0,38,no,12,2,ON
38, 21:08:02:101.848,76082101.848,39.642,0,0,39,no,11,2,ON
39, 21:08:02:141.932,76082141.932,40.083,0,0,40,no,11,3,ON
40, 21:08:02:181.689,76082181.689,39.757,0,0,41,no,11,4,ON
41, 21:08:02:220.321,76082220.321,38.632,0,0,42,no,11,5,ON
42, 21:08:02:259.701,76082259.701,39.380,0,0,43,no,14,5,ON
43, 21:08:02:299.364,76082299.364,39.663,0,0,44,no,17,9,ON
44, 21:08:02:338.587,76082338.587,39.222,0,0,45,no,19,10,ON
45, 21:08:02:378.081,76082378.081,39.494,0,0,46,no,19,11,ON
46, 21:08:02:417.769,76082417.769,39.688,0,0,47,no,17,11,ON
47, 21:08:02:457.809,76082457.809,40.040,0,0,48,no,16,11,ON
48, 21:08:02:496.743,76082496.743,38.934,0,0,49,no,15,11,ON
49, 21:08:02:536.189,76082536.189,39.446,0,0,50,no,15,12,ON
50, 21:08:02:575.706,76082575.706,39.518,0,0,51,no,16,13,ON
51, 21:08:02:614.935,76082614.935,39.229,0,0,52,no,17,14,ON
