FRAME_INDEX, TIME_STAMP(hh:mm:ss:ms), TIME_STAMP(tick), FRAME_INTERVAL(ms), STIM_DELAY, STIM_INDEX, BACKGROUND_STIM, STIM_LOC_X, STIM_LOC_Y, TRACKING_STATUS
0, 21:15:10:232.475,76510232.475,39.417,0,0,1,no,-8,-3,ON
1, 21:15:10:271.806,76510271.806,39.331,0,0,2,no,-9,-4,ON
2, 21:15:10:310.902,76510310.902,39.096,0,0,3,no,-9,-4,ON
3, 21:15:10:350.492,76510350.492,39.590,0,0,4,no,-9,-4,ON
4, 21:15:10:390.617,76510390.617,40.126,0,0,5,no,-8,-4,ON
5, 21:15:10:429.690,76510429.690,39.073,0,0,6,no,-8,-4,ON
6, 21:15:10:470.048,76510470.048,40.358,0,0,7,no,-6,-3,ON
7, 21:15:10:508.890,76510508.890,38.842,0,0,8,no,-5,-2,ON
8, 21:15:10:548.418,76510548.418,39.528,0,0,9,no,-5,-1,ON
9, 21:15:10:587.910,76510587.910,39.492,0,0,10,no,-6,-2,ON
10, 21:15:10:627.301,76510627.301,39.391,0,0,11,no,-8,-4,ON
11, 21:15:10:666.843,76510666.843,39.543,0,0,12,no,-8,-4,ON
12, 21:15:10:706.255,76510706.255,39.411,0,0,13,no,-9,-4,ON
13, 21:15:10:745.957,76510745.957,39.703,0,0,14,no,-10,-4,ON
14, 21:15:10:785.514,76510785.514,39.557,0,0,15,no,-10,-4,ON
15, 21:15:10:825.052,76510825.052,39.538,0,0,16,no,-9,-4,ON
16, 21:15:10:864.445,76510864.445,39.393,0,0,17,no,-7,-3,ON
17, 21:15:10:903.745,76510903.745,39.300,0,0,18,no,-5,-2,ON
18, 21:15:10:943.090,76510943.090,39.345,0,0,19,no,-5,-2,ON
19, 21:15:10:982.880,76510982.880,39.790,0,0,20,no,-6,-3,ON
20, 21:15:11:22.626,76511022.626,39.746,0,0,21,no,-8,-3,ON
21, 21:15:11:61.507,76511061.507,38.881,0,0,22,no,-9,-4,ON
22, 21:15:11:101.003,76511101.003,39.497,0,0,23,no,-10,-4,ON
23, 21:15:11:141.893,76511141.893,40.890,0,0,24,no,-10,-4,ON
24, 21:15:11:180.868,76511180.868,38.974,0,0,25,no,-9,-5,ON
25, 21:15:11:219.466,76511219.466,38.599,0,0,26,no,-9,-4,ON
26, 21:15:11:258.872,76511258.872,39.406,0,0,27,no,-8,-4,ON
27, 21:15:11:299.909,76511299.909,41.037,0,0,28,no,-6,-2,ON
28, 21:15:11:337.982,76511337.982,38.072,0,0,29,no,-5,-2,ON
29, 21:15:11:378.389,76511378.389,40.407,0,0,30,no,-6,-2,ON
30, 21:15:11:416.959,76511416.959,38.570,0,0,31,no,-7,-3,ON
31, 21:15:11:456.594,76511456.594,39.635,0,0,32,no,-8,-3,ON
32, 21:15:11:496.152,76511496.152,39.558,0,0,33,no,-9,-3,ON
33, 21:15:11:535.471,76511535.471,39.319,0,0,34,no,-9,-2,ON
34, 21:15:11:575.563,76511575.563,40.092,0,0,35,no,-9,-1,ON
35, 21:15:11:614.789,76511614.789,39.227,0,0,36,no,-8,0,ON
36, 21:15:11:654.753,76511654.753,39.964,0,0,37,no,-6,0,ON
37, 21:15:11:693.694,76511693.694,38.941,0,0,38,no,-4,3,ON
38, 21:15:11:733.374,76511733.374,39.680,0,0,39,no,-2,4,ON
39, 21:15:11:772.675,76511772.675,39.301,0,0,40,no,-2,5,ON
40, 21:15:11:812.175,76511812.175,39.500,0,0,41,no,-3,6,ON
41, 21:15:11:851.719,76511851.719,39.544,0,0,42,no,-4,5,ON
42, 21:15:11:890.844,76511890.844,39.124,0,0,43,no,-5,5,ON
43, 21:15:11:930.503,76511930.503,39.659,0,0,44,no,-4,6,ON
44, 21:15:11:969.759,76511969.759,39.256,0,0,45,no,-4,7,ON
45, 21:15:12:9.412,76512009.412,39.653,0,0,46,no,-4,8,ON
46, 21:15:12:49.022,76512049.022,39.610,0,0,47,no,-3,9,ON
47, 21:15:12:88.302,76512088.302,39.280,0,0,48,no,-1,11,ON
48, 21:15:12:127.971,76512127.971,39.670,0,0,49,no,2,14,ON
49, 21:15:12:167.412,76512167.412,39.441,0,0,50,no,4,15,ON
50, 21:15:12:206.921,76512206.921,39.509,0,0,51,no,4,15,ON
51, 21:15:12:246.381,76512246.381,39.460,0,0,52,no,1,14,ON
52, 21:15:12:285.883,76512285.883,39.502,0,0,53,no,-1,11,ON
53, 21:15:12:325.188,76512325.188,39.305,0,0,54,no,-2,10,ON
54, 21:15:12:364.982,76512364.982,39.795,0,0,55,no,-3,8,ON
55, 21:15:12:404.621,76512404.621,39.638,0,0,56,no,-2,7,ON
56, 21:15:12:444.807,76512444.807,40.187,0,0,57,no,-3,6,ON
57, 21:15:12:483.617,76512483.617,38.810,0,0,58,no,-3,4,ON
58, 21:15:12:524.390,76512524.390,40.773,0,0,59,no,-1,6,ON
59, 21:15:12:562.512,76512562.512,38.122,0,0,60,no,-1,6,ON
60, 21:15:12:602.543,76512602.543,40.030,0,0,61,no,-1,6,ON
61, 21:15:12:641.207,76512641.207,38.664,0,0,62,no,-3,4,ON
62, 21:15:12:680.941,76512680.941,39.734,0,0,63,no,-5,2,ON
63, 21:15:12:720.276,76512720.276,39.335,0,0,64,no,-6,1,ON
64, 21:15:12:759.998,76512759.998,39.722,0,0,65,no,-7,1,ON
65, 21:15:12:799.424,76512799.424,39.426,0,0,66,no,-7,0,ON
66, 21:15:12:839.848,76512839.848,40.424,0,0,67,no,-7,0,ON
67, 21:15:12:879.581,76512879.581,39.733,0,0,68,no,-5,-1,ON
68, 21:15:12:917.810,76512917.810,38.230,0,0,69,no,-4,1,ON
69, 21:15:12:957.343,76512957.343,39.533,0,0,70,no,-2,2,ON
70, 21:15:12:997.047,76512997.047,39.703,0,0,71,no,-3,2,ON
71, 21:15:13:36.181,76513036.181,39.134,0,0,72,no,-6,1,ON
72, 21:15:13:75.742,76513075.742,39.561,0,0,73,no,-7,0,ON
73, 21:15:13:115.191,76513115.191,39.449,0,0,74,no,-8,-1,ON
74, 21:15:13:154.890,76513154.890,39.699,0,0,75,no,-8,-2,ON
75, 21:15:13:194.179,76513194.179,39.289,0,0,76,no,-7,-2,ON
76, 21:15:13:233.980,76513233.980,39.801,0,0,77,no,-7,-2,ON
77, 21:15:13:273.311,76513273.311,39.331,0,0,78,no,-7,-2,ON
78, 21:15:13:312.817,76513312.817,39.506,0,0,79,no,-6,-2,ON
79, 21:15:13:352.295,76513352.295,39.478,0,0,80,no,-4,0,ON
80, 21:15:13:391.782,76513391.782,39.488,0,0,81,no,-4,0,ON
81, 21:15:13:431.256,76513431.256,39.473,0,0,82,no,-5,-1,ON
82, 21:15:13:470.882,76513470.882,39.627,0,0,83,no,-6,-2,ON
83, 21:15:13:510.449,76513510.449,39.567,0,0,84,no,-8,-2,ON
84, 21:15:13:549.893,76513549.893,39.444,0,0,85,no,-8,-3,ON
85, 21:15:13:589.019,76513589.019,39.126,0,0,86,no,-9,-3,ON
86, 21:15:13:629.936,76513629.936,40.917,0,0,87,no,-9,-3,ON
87, 21:15:13:668.982,76513668.982,39.046,0,0,88,no,-8,-3,ON
88, 21:15:13:707.806,76513707.806,38.823,0,0,89,no,-7,-3,ON
89, 21:15:13:747.314,76513747.314,39.508,0,0,90,no,-5,-1,ON
90, 21:15:13:786.975,76513786.975,39.661,0,0,91,no,-4,-1,ON
91, 21:15:13:826.355,76513826.355,39.380,0,0,92,no,-6,-1,ON
92, 21:15:13:866.107,76513866.107,39.752,0,0,93,no,-7,-2,ON
93, 21:15:13:905.377,76513905.377,39.270,0,0,94,no,-8,-3,ON
94, 21:15:13:945.047,76513945.047,39.670,0,0,95,no,-8,-3,ON
95, 21:15:13:984.510,76513984.510,39.463,0,0,96,no,-9,-4,ON
96, 21:15:14:23.919,76514023.919,39.409,0,0,97,no,-9,-4,ON
97, 21:15:14:63.340,76514063.340,39.421,0,0,98,no,-9,-3,ON
98, 21:15:14:103.005,76514103.005,39.665,0,0,99,no,-8,-3,ON
99, 21:15:14:142.478,76514142.478,39.473,0,0,100,no,-6,-2,ON
100, 21:15:14:182.539,76514182.539,40.060,0,0,101,no,-4,-1,ON
101, 21:15:14:221.413,76514221.413,38.874,0,0,102,no,-5,-1,ON
102, 21:15:14:261.094,76514261.094,39.681,0,0,103,no,-6,-2,ON
103, 21:15:14:300.521,76514300.521,39.427,0,0,104,no,-8,-3,ON
104, 21:15:14:339.604,76514339.604,39.084,0,0,105,no,-9,-4,ON
105, 21:15:14:379.239,76514379.239,39.635,0,0,106,no,-9,-4,ON
106, 21:15:14:418.905,76514418.905,39.665,0,0,107,no,-10,-4,ON
107, 21:15:14:458.177,76514458.177,39.272,0,0,108,no,-9,-4,ON
108, 21:15:14:498.995,76514498.995,40.818,0,0,109,no,-8,-4,ON
109, 21:15:14:537.176,76514537.176,38.181,0,0,110,no,-7,-4,ON
110, 21:15:14:577.912,76514577.912,40.736,0,0,111,no,-6,-2,ON
111, 21:15:14:616.228,76514616.228,38.315,0,0,112,no,-5,-1,ON
112, 21:15:14:655.569,76514655.569,39.342,0,0,113,no,-6,-2,ON
113, 21:15:14:695.319,76514695.319,39.750,0,0,114,no,-8,-3,ON
114, 21:15:14:734.914,76514734.914,39.595,0,0,115,no,-9,-4,ON
115, 21:15:14:774.300,76514774.300,39.385,0,0,116,no,-10,-4,ON
116, 21:15:14:813.643,76514813.643,39.343,0,0,117,no,-10,-4,ON
117, 21:15:14:853.966,76514853.966,40.324,0,0,118,no,-10,-4,ON
118, 21:15:14:892.680,76514892.680,38.713,0,0,119,no,-10,-4,ON
119, 21:15:14:932.422,76514932.422,39.743,0,0,120,no,-8,-4,ON
120, 21:15:14:972.317,76514972.317,39.894,0,0,121,no,-6,-2,ON
121, 21:15:15:11.159,76515011.159,38.842,0,0,122,no,-5,0,ON
122, 21:15:15:50.515,76515050.515,39.355,0,0,123,no,-5,0,ON
123, 21:15:15:90.064,76515090.064,39.549,0,0,124,no,-7,0,ON
124, 21:15:15:129.900,76515129.900,39.837,0,0,125,no,-8,0,ON
125, 21:15:15:169.169,76515169.169,39.269,0,0,126,no,-8,0,ON
126, 21:15:15:208.583,76515208.583,39.414,0,0,127,no,-8,0,ON
127, 21:15:15:249.007,76515249.007,40.424,0,0,128,no,-7,1,ON
128, 21:15:15:288.098,76515288.098,39.092,0,0,129,no,-7,2,ON
129, 21:15:15:327.102,76515327.102,39.003,0,0,130,no,-6,3,ON
130, 21:15:15:366.486,76515366.486,39.385,0,0,131,no,-4,5,ON
131, 21:15:15:406.140,76515406.140,39.654,0,0,132,no,-1,8,ON
132, 21:15:15:445.868,76515445.868,39.728,0,0,133,no,-1,8,ON
133, 21:15:15:485.141,76515485.141,39.273,0,0,134,no,-1,9,ON
134, 21:15:15:525.017,76515525.017,39.876,0,0,135,no,-2,9,ON
135, 21:15:15:564.239,76515564.239,39.222,0,0,136,no,-4,9,ON
136, 21:15:15:603.627,76515603.627,39.388,0,0,137,no,-4,9,ON
137, 21:15:15:643.184,76515643.184,39.557,0,0,138,no,-3,10,ON
138, 21:15:15:682.929,76515682.929,39.745,0,0,139,no,-2,12,ON
139, 21:15:15:722.296,76515722.296,39.368,0,0,140,no,-1,13,ON
140, 21:15:15:761.730,76515761.730,39.434,0,0,141,no,1,13,ON
141, 21:15:15:801.033,76515801.033,39.303,0,0,142,no,3,14,ON
142, 21:15:15:840.617,76515840.617,39.584,0,0,143,no,3,14,ON
143, 21:15:15:880.906,76515880.906,40.290,0,0,144,no,2,13,ON
144, 21:15:15:920.134,76515920.134,39.228,0,0,145,no,0,10,ON
145, 21:15:15:959.660,76515959.660,39.525,0,0,146,no,-3,8,ON
146, 21:15:15:998.973,76515998.973,39.314,0,0,147,no,-4,6,ON
147, 21:15:16:38.868,76516038.868,39.895,0,0,148,no,-4,5,ON
148, 21:15:16:77.687,76516077.687,38.819,0,0,149,no,-5,4,ON
149, 21:15:16:117.037,76516117.037,39.350,0,0,150,no,-5,3,ON
150, 21:15:16:156.645,76516156.645,39.608,0,0,151,no,-5,2,ON
151, 21:15:16:196.129,76516196.129,39.484,0,0,152,no,-4,3,ON
152, 21:15:16:236.185,76516236.185,40.055,0,0,153,no,-3,4,ON
153, 21:15:16:275.058,76516275.058,38.873,0,0,154,no,-3,3,ON
154, 21:15:16:314.549,76516314.549,39.491,0,0,155,no,-5,2,ON
155, 21:15:16:354.049,76516354.049,39.500,0,0,156,no,-6,1,ON
156, 21:15:16:393.596,76516393.596,39.547,0,0,157,no,-7,0,ON
157, 21:15:16:433.186,76516433.186,39.589,0,0,158,no,-7,0,ON
158, 21:15:16:473.909,76516473.909,40.723,0,0,159,no,-7,-1,ON
159, 21:15:16:511.955,76516511.955,38.046,0,0,160,no,-7,-1,ON
160, 21:15:16:552.528,76516552.528,40.573,0,0,161,no,-7,-1,ON
161, 21:15:16:590.924,76516590.924,38.396,0,0,162,no,-6,-1,ON
162, 21:15:16:630.489,76516630.489,39.565,0,0,163,no,-4,1,ON
163, 21:15:16:670.028,76516670.028,39.540,0,0,164,no,-4,1,ON
164, 21:15:16:709.534,76516709.534,39.506,0,0,165,no,-5,0,ON
165, 21:15:16:749.131,76516749.131,39.597,0,0,166,no,-6,-1,ON
166, 21:15:16:788.631,76516788.631,39.500,0,0,167,no,-8,-2,ON
167, 21:15:16:828.193,76516828.193,39.562,0,0,168,no,-8,-2,ON
168, 21:15:16:868.188,76516868.188,39.995,0,0,169,no,-9,-2,ON
169, 21:15:16:907.029,76516907.029,38.842,0,0,170,no,-9,-2,ON
170, 21:15:16:946.548,76516946.548,39.519,0,0,171,no,-8,-2,ON
171, 21:15:16:986.428,76516986.428,39.879,0,0,172,no,-7,-3,ON
172, 21:15:17:26.043,76517026.043,39.615,0,0,173,no,-5,-1,ON
173, 21:15:17:65.179,76517065.179,39.136,0,0,174,no,-4,0,ON
174, 21:15:17:104.723,76517104.723,39.545,0,0,175,no,-6,0,ON
175, 21:15:17:144.016,76517144.016,39.292,0,0,176,no,-7,-1,ON
176, 21:15:17:183.242,76517183.242,39.226,0,0,177,no,-9,-3,ON
177, 21:15:17:223.017,76517223.017,39.775,0,0,178,no,-9,-3,ON
178, 21:15:17:263.063,76517263.063,40.046,0,0,179,no,-9,-3,ON
179, 21:15:17:301.761,76517301.761,38.698,0,0,180,no,-9,-3,ON
180, 21:15:17:341.331,76517341.331,39.569,0,0,181,no,-9,-3,ON
181, 21:15:17:380.651,76517380.651,39.321,0,0,182,no,-9,-4,ON
182, 21:15:17:421.196,76517421.196,40.544,0,0,183,no,-7,-2,ON
183, 21:15:17:460.154,76517460.154,38.958,0,0,184,no,-5,-1,ON
184, 21:15:17:499.593,76517499.593,39.439,0,0,185,no,-6,-1,ON
185, 21:15:17:538.948,76517538.948,39.355,0,0,186,no,-7,-2,ON
186, 21:15:17:578.424,76517578.424,39.476,0,0,187,no,-9,-3,ON
187, 21:15:17:617.732,76517617.732,39.309,0,0,188,no,-9,-3,ON
188, 21:15:17:658.160,76517658.160,40.427,0,0,189,no,-10,-4,ON
189, 21:15:17:697.243,76517697.243,39.084,0,0,190,no,-10,-4,ON
190, 21:15:17:736.532,76517736.532,39.289,0,0,191,no,-9,-4,ON
191, 21:15:17:775.762,76517775.762,39.230,0,0,192,no,-9,-4,ON
192, 21:15:17:815.475,76517815.475,39.713,0,0,193,no,-8,-3,ON
193, 21:15:17:855.266,76517855.266,39.791,0,0,194,no,-6,-2,ON
194, 21:15:17:894.346,76517894.346,39.080,0,0,195,no,-6,-1,ON
195, 21:15:17:933.784,76517933.784,39.438,0,0,196,no,-7,-2,ON
196, 21:15:17:974.479,76517974.479,40.695,0,0,197,no,-8,-3,ON
197, 21:15:18:13.110,76518013.110,38.631,0,0,198,no,-9,-3,ON
198, 21:15:18:52.963,76518052.963,39.853,0,0,199,no,-10,-4,ON
199, 21:15:18:92.143,76518092.143,39.180,0,0,200,no,-10,-4,ON
200, 21:15:18:131.608,76518131.608,39.465,0,0,201,no,-10,-4,ON
